timestamp,batchId,totalRows,normalRows,anomalyRows,latencyMs,inputRowsPerSecond,processedRowsPerSecond
2026-05-12T16:36:17.335678161,365,837,592,245,1860,167.40,450.00
2026-05-12T16:36:21.196033917,366,2723,1950,773,1042,544.60,2613.24
2026-05-12T16:36:25.876038066,367,2634,1890,744,758,526.80,3474.93
2026-05-12T16:36:30.843311146,368,3199,2310,889,722,639.80,4430.75
2026-05-12T16:36:35.814264253,369,2791,2028,763,690,558.20,4044.93
2026-05-12T16:36:40.679441815,370,2778,1977,801,558,555.60,4978.49
2026-05-12T16:36:45.682346208,371,2820,2037,783,572,564.00,4930.07
2026-05-12T16:36:50.665984266,372,3058,2158,900,556,611.60,5500.00
2026-05-12T16:36:55.662127895,373,3214,2283,931,556,642.80,5780.58
2026-05-12T16:37:00.625207209,374,2967,2130,837,514,593.40,5772.37
2026-05-12T16:37:05.603049187,375,2961,2122,839,504,592.20,5875.00
2026-05-12T16:37:10.648353576,376,2913,2107,806,545,582.60,5344.95
2026-05-12T16:37:15.635125697,377,2848,2000,848,526,569.60,5414.45
2026-05-12T16:37:20.609026444,378,2933,2150,783,507,586.60,5785.01
2026-05-12T16:37:25.607769053,379,3015,2165,850,502,603.00,6005.98
2026-05-12T16:37:30.536702616,380,2904,2062,842,438,580.80,6630.14
2026-05-12T16:37:35.582040797,381,2872,2080,792,485,574.40,5921.65
2026-05-12T16:37:40.968235184,382,2533,1808,725,869,506.60,2914.84
