timestamp,process_cpu_percent,system_relative_cpu,ram_rss_mb,ram_vms_mb
1778607069.622741,0.0,0.0,4633.43359375,8115.41796875
1778607070.7062461,129.3,32.325,4630.08984375,8115.41796875
1778607071.7081869,149.8,37.45,4632.34375,8120.41796875
1778607072.7088184,1.0,0.25,4632.34375,8120.41796875
1778607073.7098877,2.0,0.5,4632.40625,8120.41796875
1778607074.7113101,0.0,0.0,4632.40625,8120.41796875
1778607075.7119894,172.9,43.225,4634.046875,8120.41796875
1778607076.7133389,168.9,42.225,4637.99609375,8125.41796875
1778607077.7196777,0.0,0.0,4637.99609375,8125.41796875
1778607078.7204666,1.0,0.25,4637.99609375,8125.41796875
1778607079.7232044,0.0,0.0,4637.99609375,8125.41796875
1778607080.7271988,159.6,39.9,4638.8203125,8125.41796875
1778607081.730138,52.9,13.225,4639.53125,8130.41796875
1778607082.7307181,0.0,0.0,4639.53125,8130.41796875
1778607083.731307,2.0,0.5,4639.53515625,8130.41796875
1778607084.7329729,0.0,0.0,4639.53515625,8130.41796875
1778607085.7542634,144.0,36.0,4640.11328125,8130.41796875
1778607086.758666,69.9,17.475,4641.0234375,8135.41796875
1778607087.760185,1.0,0.25,4641.0234375,8135.41796875
1778607088.7658708,0.0,0.0,4641.0234375,8135.41796875
1778607089.770419,1.0,0.25,4641.0234375,8135.41796875
1778607090.772305,161.9,40.475,4642.54296875,8135.41796875
1778607091.7763193,44.9,11.225,4643.6015625,8140.41796875
1778607092.7797008,0.0,0.0,4643.6015625,8140.41796875
1778607093.780269,1.0,0.25,4643.6015625,8140.41796875
1778607094.7827125,0.0,0.0,4643.6015625,8140.41796875
1778607095.783639,182.9,45.725,4649.70703125,8189.41796875
1778607096.786355,64.9,16.225,4650.11328125,8190.41796875
1778607097.7871387,1.0,0.25,4650.11328125,8190.41796875
1778607098.7900245,1.0,0.25,4650.11328125,8190.41796875
1778607099.7908516,0.0,0.0,4650.11328125,8190.41796875
1778607100.791621,150.0,37.5,4650.7734375,8190.41796875
1778607101.793079,2.0,0.5,4650.80078125,8190.41796875
1778607102.7949781,0.0,0.0,4650.80078125,8190.41796875
1778607103.7959638,1.0,0.25,4650.80078125,8190.41796875
1778607104.7969897,1.0,0.25,4650.80078125,8190.41796875
1778607105.800013,153.6,38.4,4652.00390625,8190.41796875
1778607106.8007946,12.0,3.0,4652.06640625,8190.41796875
1778607107.8014464,1.0,0.25,4652.00390625,8190.41796875
1778607108.8029869,0.0,0.0,4652.00390625,8190.41796875
1778607109.8035758,1.0,0.25,4652.00390625,8190.41796875
1778607110.8055956,152.8,38.2,4653.64453125,8190.41796875
1778607111.8085637,15.0,3.75,4654.03515625,8190.41796875
1778607112.815793,2.0,0.5,4653.2578125,8190.41796875
1778607113.8169408,1.0,0.25,4653.2578125,8190.41796875
1778607114.8210616,0.0,0.0,4653.125,8190.41796875
1778607115.821787,133.0,33.25,4654.90234375,8190.41796875
1778607116.8221776,0.0,0.0,4654.90234375,8190.41796875
1778607117.827411,1.0,0.25,4654.90234375,8190.41796875
1778607118.8284526,1.0,0.25,4654.90234375,8190.41796875
1778607119.829762,0.0,0.0,4654.90234375,8190.41796875
1778607120.8343353,159.8,39.95,4670.76171875,8190.41796875
1778607121.8375123,17.0,4.25,4656.6796875,8190.41796875
1778607122.8387864,0.0,0.0,4656.6796875,8190.41796875
1778607123.849711,0.0,0.0,4656.6796875,8190.41796875
1778607124.8529944,0.0,0.0,4656.6796875,8190.41796875
1778607125.854969,155.7,38.925,4658.34375,8190.41796875
1778607126.8587222,1.0,0.25,4658.0859375,8190.41796875
1778607127.861328,1.0,0.25,4658.01953125,8190.41796875
1778607128.862845,1.0,0.25,4657.88671875,8190.41796875
1778607129.865708,0.0,0.0,4657.88671875,8190.41796875
1778607130.866273,122.0,30.5,4658.66796875,8190.41796875
1778607131.8681622,1.0,0.25,4658.5390625,8190.41796875
1778607132.8757443,1.0,0.25,4658.5390625,8190.41796875
1778607133.8789032,0.0,0.0,4658.5390625,8190.41796875
1778607134.8801563,1.0,0.25,4658.5390625,8190.41796875
1778607135.8819106,123.9,30.975,4665.50390625,8190.41796875
1778607136.8825195,1.0,0.25,4665.4375,8190.41796875
1778607137.8886387,0.0,0.0,4665.4375,8190.41796875
1778607138.8926585,0.0,0.0,4665.4375,8190.41796875
1778607139.8935647,1.0,0.25,4665.4375,8190.41796875
1778607140.8952167,151.8,37.95,4667.10546875,8190.41796875
1778607141.8979554,15.0,3.75,4658.765625,8190.41796875
1778607142.898507,0.0,0.0,4658.76953125,8190.41796875
1778607143.9000702,2.0,0.5,4658.76953125,8190.41796875
1778607144.900845,0.0,0.0,4658.76953125,8190.41796875
1778607145.9022434,130.9,32.725,4662.60546875,8190.41796875
1778607146.9059367,9.0,2.25,4662.75,8190.41796875
1778607147.9065363,1.0,0.25,4662.75,8190.41796875
1778607148.908892,0.0,0.0,4662.75,8190.41796875
1778607149.9104826,0.0,0.0,4662.75,8190.41796875
1778607150.9116747,131.9,32.975,4664.1953125,8190.41796875
1778607151.9133542,0.0,0.0,4664.1953125,8190.41796875
1778607152.9188242,0.0,0.0,4664.1953125,8190.41796875
1778607153.9201267,1.0,0.25,4664.1953125,8190.41796875
1778607154.9227748,0.0,0.0,4664.1953125,8190.41796875
1778607155.9233496,124.0,31.0,4664.02734375,8190.41796875
1778607156.9248917,0.0,0.0,4664.02734375,8190.41796875
1778607157.9262009,0.0,0.0,4664.02734375,8190.41796875
1778607158.9268243,1.0,0.25,4664.02734375,8190.41796875
1778607159.9273093,0.0,0.0,4664.02734375,8190.41796875
1778607160.9343,107.3,26.825,4664.7890625,8190.41796875
1778607161.935866,0.0,0.0,4664.7890625,8190.41796875
1778607162.9395533,11.0,2.75,4664.7890625,8190.41796875
1778607163.9408193,0.0,0.0,4664.7890625,8190.41796875
1778607164.9413157,1.0,0.25,4664.7890625,8190.41796875
1778607165.946962,135.4,33.85,4666.45703125,8190.41796875
1778607166.9474607,24.0,6.0,4666.71484375,8190.41796875
1778607167.9507253,1.0,0.25,4666.71484375,8190.41796875
1778607168.9517128,1.0,0.25,4666.71484375,8190.41796875
1778607169.9552174,0.0,0.0,4666.71484375,8190.41796875
1778607170.9563973,120.9,30.225,4666.29296875,8190.41796875
1778607171.9594898,1.0,0.25,4666.29296875,8190.41796875
1778607172.9604058,0.0,0.0,4666.29296875,8190.41796875
1778607173.9619286,2.0,0.5,4666.29296875,8190.41796875
1778607174.9642372,0.0,0.0,4666.29296875,8190.41796875
1778607175.966319,109.8,27.45,4667.58203125,8190.41796875
1778607176.968774,0.0,0.0,4667.58203125,8190.41796875
1778607177.9696314,1.0,0.25,4667.58203125,8190.41796875
1778607178.9703166,0.0,0.0,4667.58203125,8190.41796875
1778607179.9730194,0.0,0.0,4667.58203125,8190.41796875
1778607180.9737887,119.9,29.975,4668.484375,8190.41796875
1778607181.975715,1.0,0.25,4668.484375,8190.41796875
1778607182.9774854,1.0,0.25,4668.484375,8190.41796875
1778607183.9785168,0.0,0.0,4668.484375,8190.41796875
1778607184.9797275,1.0,0.25,4668.484375,8190.41796875
1778607185.9826589,91.0,22.75,4669.05078125,8190.41796875
1778607186.990198,0.0,0.0,4669.05078125,8190.41796875
1778607187.9949117,1.0,0.25,4669.05078125,8190.41796875
1778607188.995835,0.0,0.0,4669.05078125,8190.41796875
1778607189.9993975,1.0,0.25,4669.05078125,8190.41796875
1778607191.000251,153.9,38.475,4670.91015625,8190.41796875
1778607192.0020132,1.0,0.25,4670.91015625,8190.41796875
1778607193.002788,0.0,0.0,4670.91015625,8190.41796875
1778607194.003342,1.0,0.25,4670.97265625,8190.41796875
1778607195.0044425,0.0,0.0,4670.97265625,8190.41796875
1778607196.0108652,101.5,25.375,4671.47265625,8190.41796875
1778607197.011428,0.0,0.0,4671.47265625,8190.41796875
1778607198.012829,1.0,0.25,4671.47265625,8190.41796875
1778607199.013301,0.0,0.0,4671.47265625,8190.41796875
1778607200.0139046,1.0,0.25,4671.47265625,8190.41796875
