timestamp,batchId,totalRows,normalRows,anomalyRows,latencyMs,inputRowsPerSecond,processedRowsPerSecond
2026-05-12T17:31:08.357489384,533,8143,5817,2326,2960,1628.60,2751.01
2026-05-12T17:31:11.331141063,534,5236,3812,1424,1185,1047.20,4418.57
2026-05-12T17:31:16.407323132,535,9942,7078,2864,1260,1988.40,7890.48
2026-05-12T17:31:20.898699437,536,6216,4452,1764,774,1243.20,8031.01
2026-05-12T17:31:26.019898484,537,8235,5903,2332,897,1647.00,9180.60
2026-05-12T17:31:30.932097231,538,7899,5688,2211,807,1579.80,9788.10
2026-05-12T17:31:36.068572029,539,7136,5115,2021,938,1427.20,7607.68
2026-05-12T17:31:40.764225353,540,6906,4962,1944,655,1381.20,10543.51
2026-05-12T17:31:45.810522567,541,7829,5638,2191,689,1565.80,11362.84
2026-05-12T17:31:50.857337347,542,8523,6128,2395,765,1704.60,11141.18
2026-05-12T17:31:55.636831378,543,5508,3971,1537,536,1101.60,10276.12
2026-05-12T17:32:00.865922137,544,6473,4676,1797,758,1294.60,8539.58
2026-05-12T17:32:05.762474229,545,6920,4898,2022,656,1384.00,10548.78
2026-05-12T17:32:10.698703485,546,6884,4942,1942,599,1376.80,11492.49
2026-05-12T17:32:15.826555770,547,8478,6075,2403,730,1695.60,11613.70
2026-05-12T17:32:20.929434584,548,9371,6729,2642,835,1874.20,11222.75
2026-05-12T17:32:25.906340343,549,9626,6924,2702,813,1925.20,11840.10
2026-05-12T17:32:30.808100011,550,10480,7501,2979,713,2096.00,14698.46
2026-05-12T17:32:35.776936317,551,7955,5792,2163,682,1591.00,11664.22
2026-05-12T17:32:40.700865224,552,8219,5870,2349,613,1643.80,13407.83
2026-05-12T17:32:46.077272006,553,10448,7458,2990,983,2089.60,10628.69
2026-05-12T17:32:50.770626781,554,8449,6037,2412,656,1689.80,12879.57
2026-05-12T17:32:55.623148106,555,7874,5640,2234,538,1574.80,14635.69
2026-05-12T17:33:00.796201111,556,8677,6255,2422,693,1735.40,12520.92
2026-05-12T17:33:05.595712320,557,6841,4894,1947,504,1368.20,13573.41
2026-05-12T17:33:10.763163288,558,7793,5558,2235,674,1558.60,11562.31
2026-05-12T17:33:15.692074681,559,8660,6197,2463,607,1732.00,14266.89
2026-05-12T17:33:20.715190979,560,9438,6788,2650,626,1887.60,15076.68
2026-05-12T17:33:25.754534611,561,10317,7428,2889,659,2063.40,15655.54
2026-05-12T17:33:30.813736163,562,7899,5659,2240,708,1579.80,11156.78
2026-05-12T17:33:35.914362659,563,10096,7278,2818,810,2019.20,12464.20
2026-05-12T17:33:40.970016825,564,7983,5737,2246,856,1596.60,9325.93
2026-05-12T17:33:45.806098082,565,7122,5138,1984,701,1424.40,10159.77
2026-05-12T17:33:50.917974341,566,9040,6422,2618,817,1808.00,11064.87
2026-05-12T17:33:55.673163557,567,5210,3747,1463,574,1042.00,9076.66
2026-05-12T17:34:00.795417957,568,6188,4435,1753,682,1237.60,9073.31
2026-05-12T17:34:05.749724358,569,6453,4651,1802,648,1290.60,9958.33
2026-05-12T17:34:11.003073140,570,8103,5839,2264,900,1620.60,9003.33
2026-05-12T17:34:15.937432054,571,11332,8110,3222,826,2266.40,13719.13
2026-05-12T17:34:20.763698171,572,8726,6255,2471,662,1745.20,13181.27
2026-05-12T17:34:25.840658851,573,8465,6159,2306,738,1693.00,11470.19
2026-05-12T17:34:30.965015458,574,8156,5812,2344,876,1631.20,9310.50
2026-05-12T17:34:36.271354858,575,11616,8271,3345,1152,2323.20,10083.33
2026-05-12T17:34:40.822109936,576,6564,4683,1881,720,1312.80,9116.67
2026-05-12T17:34:45.804417380,577,7647,5520,2127,699,1529.40,10939.91
2026-05-12T17:34:50.733901335,578,6314,4540,1774,638,1262.80,9896.55
2026-05-12T17:34:55.918246466,579,9209,6581,2628,822,1841.80,11203.16
2026-05-12T17:35:00.803972054,580,6739,4808,1931,662,1347.80,10179.76
2026-05-12T17:35:06.056264641,581,9721,6969,2752,954,1944.20,10189.73
2026-05-12T17:35:11.001101462,582,2941,2130,811,920,588.20,3196.74
