timestamp,batchId,totalRows,normalRows,anomalyRows,latencyMs,inputRowsPerSecond,processedRowsPerSecond
2026-05-29T09:58:54.307603261,148,2836,2020,816,2714,2836.00,1044.95
2026-05-29T09:58:55.720047139,149,4711,3375,1336,1089,4711.00,4325.99
2026-05-29T09:58:56.646752608,150,1496,1078,418,696,1496.00,2149.43
2026-05-29T09:58:57.553468594,151,753,559,194,711,753.00,1059.07
2026-05-29T09:58:58.444820238,152,2157,1577,580,659,2157.00,3273.14
2026-05-29T09:58:59.154433561,153,1124,797,327,478,1124.00,2351.46
2026-05-29T09:58:59.863942396,154,770,558,212,522,770.00,1475.10
2026-05-29T09:59:00.765411346,155,1168,826,342,633,1168.00,1845.18
2026-05-29T09:59:01.744717566,156,1411,1027,384,569,1411.00,2479.79
2026-05-29T09:59:02.665864423,157,1797,1268,529,527,1797.00,3409.87
2026-05-29T09:59:03.659126491,158,1123,785,338,505,1123.00,2223.76
2026-05-29T09:59:04.825830452,159,2670,1899,771,719,2670.00,3713.49
2026-05-29T09:59:05.556198659,160,1423,1019,404,457,1423.00,3113.79
2026-05-29T09:59:06.573033380,161,1018,729,289,452,1018.00,2252.21
2026-05-29T09:59:07.463678873,162,1139,808,331,357,1139.00,3190.48
2026-05-29T09:59:08.540464698,163,1266,915,351,442,1266.00,2864.25
2026-05-29T09:59:09.541751906,164,1540,1105,435,423,1540.00,3640.66
2026-05-29T09:59:10.578495247,165,1266,909,357,465,1266.00,2722.58
2026-05-29T09:59:11.603893086,166,1775,1275,500,493,1775.00,3600.41
2026-05-29T09:59:12.508086939,167,1276,933,343,411,1276.00,3104.62
2026-05-29T09:59:13.543882196,168,1287,903,384,441,1287.00,2918.37
2026-05-29T09:59:14.545420618,169,1995,1414,581,436,1995.00,4575.69
2026-05-29T09:59:15.614377939,170,1763,1279,484,465,1763.00,3791.40
2026-05-29T09:59:16.461918974,171,1135,829,306,363,1135.00,3126.72
2026-05-29T09:59:17.465373397,172,1026,738,288,365,1026.00,2810.96
2026-05-29T09:59:18.594117147,173,2276,1628,648,471,2276.00,4832.27
2026-05-29T09:59:19.449297246,174,1553,1104,449,367,1553.00,4231.61
2026-05-29T09:59:20.499411606,175,1404,1014,390,391,1404.00,3590.79
2026-05-29T09:59:21.491746510,176,1795,1304,491,376,1795.00,4773.94
2026-05-29T09:59:22.507035752,177,1266,900,366,402,1266.00,3149.25
2026-05-29T09:59:23.567786880,178,2289,1656,633,473,2289.00,4839.32
2026-05-29T09:59:24.530981668,179,1908,1331,577,435,1908.00,4386.21
2026-05-29T09:59:25.590832045,180,2026,1496,530,495,2026.00,4092.93
2026-05-29T09:59:26.488543470,181,2775,2000,775,389,2775.00,7133.68
2026-05-29T09:59:27.422791335,182,1296,914,382,324,1296.00,4000.00
2026-05-29T09:59:28.555753199,183,2942,2117,825,449,2942.00,6552.34
2026-05-29T09:59:29.525095880,184,1982,1409,573,410,1982.00,4834.15
2026-05-29T09:59:30.540826125,185,1345,966,379,446,1345.00,3015.70
2026-05-29T09:59:31.478891405,186,1532,1114,418,364,1532.00,4208.79
2026-05-29T09:59:32.424931687,187,1518,1084,434,331,1518.00,4586.10
2026-05-29T09:59:33.470438036,188,1277,898,379,367,1277.00,3479.56
2026-05-29T09:59:34.465049187,189,1273,952,321,381,1273.00,3341.21
2026-05-29T09:59:35.508226812,190,1650,1182,468,402,1650.00,4104.48
2026-05-29T09:59:36.641716116,191,1222,853,369,539,1222.00,2267.16
2026-05-29T09:59:37.403822461,192,975,707,268,315,975.00,3095.24
2026-05-29T09:59:38.418313711,193,1389,1012,377,313,1389.00,4437.70
2026-05-29T09:59:39.484536477,194,3435,2465,970,399,3435.00,8609.02
2026-05-29T09:59:40.531757032,195,2756,2004,752,444,2756.00,6207.21
2026-05-29T09:59:41.442815794,196,1488,1091,397,343,1488.00,4338.19
2026-05-29T09:59:42.470608392,197,1188,833,355,372,1188.00,3193.55
2026-05-29T09:59:43.569590808,198,1857,1348,509,451,1857.00,4117.52
2026-05-29T09:59:44.503140560,199,2748,1981,767,399,2748.00,6887.22
2026-05-29T09:59:45.414835459,200,1357,959,398,307,1357.00,4420.20
2026-05-29T09:59:46.505220781,201,2589,1824,765,411,2589.00,6299.27
2026-05-29T09:59:47.410419147,202,1867,1324,543,323,1867.00,5780.19
2026-05-29T09:59:48.494415837,203,2597,1849,748,384,2597.00,6763.02
2026-05-29T09:59:49.517360319,204,2973,2139,834,435,2973.00,6834.48
2026-05-29T09:59:50.429338647,205,1450,1045,405,334,1450.00,4341.32
2026-05-29T09:59:51.511294824,206,1509,1065,444,383,1509.00,3939.95
2026-05-29T09:59:52.427089408,207,1454,1024,430,335,1454.00,4340.30
2026-05-29T09:59:53.392390948,208,1396,1024,372,304,1396.00,4592.11
2026-05-29T09:59:54.540487900,209,2901,2099,802,430,2901.00,6746.51
2026-05-29T09:59:55.514155564,210,2875,2050,825,428,2875.00,6717.29
2026-05-29T09:59:56.454286654,211,1445,1046,399,358,1445.00,4036.31
2026-05-29T09:59:57.526519058,212,1296,943,353,426,1296.00,3042.25
2026-05-29T09:59:58.404185113,213,1348,973,375,299,1348.00,4508.36
2026-05-29T09:59:59.458328992,214,2883,2051,832,373,2883.00,7729.22
2026-05-29T10:00:00.424264908,215,1911,1368,543,327,1911.00,5844.04
2026-05-29T10:00:01.539361631,216,3344,2423,921,447,3344.00,7480.98
2026-05-29T10:00:02.436847631,217,2027,1473,554,346,2027.00,5858.38
2026-05-29T10:00:03.489727338,218,2250,1595,655,403,2250.00,5583.13
2026-05-29T10:00:04.425881374,219,1763,1265,498,325,1763.00,5424.62
2026-05-29T10:00:05.470991644,220,2044,1456,588,374,2044.00,5465.24
2026-05-29T10:00:06.504209767,221,1881,1352,529,407,1881.00,4621.62
2026-05-29T10:00:07.474038243,222,1959,1419,540,388,1959.00,5048.97
2026-05-29T10:00:08.413153374,223,1484,1056,428,314,1484.00,4726.11
2026-05-29T10:00:09.438702027,224,2354,1669,685,349,2354.00,6744.99
2026-05-29T10:00:10.409332559,225,2252,1624,628,325,2252.00,6929.23
2026-05-29T10:00:11.409308657,226,1314,990,324,326,1314.00,4030.67
2026-05-29T10:00:12.388096302,227,1743,1241,502,301,1743.00,5790.70
2026-05-29T10:00:13.495667095,228,1890,1377,513,400,1890.00,4725.00
2026-05-29T10:00:14.416762883,229,1692,1254,438,315,1692.00,5371.43
2026-05-29T10:00:15.450286563,230,1332,959,373,334,1332.00,3988.02
2026-05-29T10:00:16.464641046,231,3234,2270,964,373,3234.00,8670.24
2026-05-29T10:00:17.571122088,232,4254,3041,1213,478,4254.00,8899.58
2026-05-29T10:00:18.570634515,233,1835,1345,490,481,1835.00,3814.97
2026-05-29T10:00:19.459163303,234,1733,1236,497,363,1733.00,4774.10
2026-05-29T10:00:20.379989182,235,1227,878,349,298,1227.00,4117.45
2026-05-29T10:00:21.432398857,236,1206,844,362,337,1206.00,3578.64
2026-05-29T10:00:22.463707838,237,2925,2083,842,384,2925.00,7617.19
2026-05-29T10:00:23.429016916,238,2527,1784,743,341,2527.00,7410.56
2026-05-29T10:00:24.567167980,239,1974,1415,559,472,1974.00,4182.20
2026-05-29T10:00:25.439746341,240,1740,1245,495,333,1740.00,5225.23
2026-05-29T10:00:26.381949190,241,1261,921,340,302,1261.00,4175.50
2026-05-29T10:00:27.466399383,242,2034,1415,619,329,2034.00,6182.37
2026-05-29T10:00:28.479261578,243,1981,1445,536,385,1981.00,5145.45
2026-05-29T10:00:29.445230530,244,1761,1271,490,342,1761.00,5149.12
2026-05-29T10:00:30.463614410,245,1288,907,381,352,1288.00,3659.09
2026-05-29T10:00:31.426738807,246,1496,1080,416,311,1496.00,4810.29
2026-05-29T10:00:32.625102606,247,2316,1679,637,546,2316.00,4241.76
2026-05-29T10:00:33.419402333,248,1849,1298,551,312,1849.00,5926.28
2026-05-29T10:00:34.389779771,249,1058,760,298,294,1058.00,3598.64
2026-05-29T10:00:35.396295529,250,1657,1209,448,304,1657.00,5450.66
2026-05-29T10:00:36.488085985,251,3385,2458,927,396,3385.00,8547.98
2026-05-29T10:00:37.435705316,252,2089,1490,599,346,2089.00,6037.57
2026-05-29T10:00:38.481408381,253,1455,1057,398,396,1455.00,3674.24
2026-05-29T10:00:39.464433638,254,1179,838,341,383,1179.00,3078.33
2026-05-29T10:00:40.375502670,255,1558,1084,474,279,1558.00,5584.23
2026-05-29T10:00:41.442111380,256,2326,1654,672,355,2326.00,6552.11
2026-05-29T10:00:42.476063350,257,3123,2239,884,383,3123.00,8154.05
2026-05-29T10:00:43.445252645,258,2865,2041,824,342,2865.00,8377.19
2026-05-29T10:00:44.395148085,259,1313,958,355,287,1313.00,4574.91
2026-05-29T10:00:45.410703648,260,1411,1009,402,307,1411.00,4596.09
2026-05-29T10:00:46.402641481,261,1738,1244,494,313,1738.00,5552.72
2026-05-29T10:00:47.466364980,262,2145,1533,612,374,2145.00,5735.29
2026-05-29T10:00:48.460471643,263,2352,1668,684,368,2352.00,6391.30
2026-05-29T10:00:49.376174736,264,1244,911,333,293,1244.00,4245.73
2026-05-29T10:00:50.582680430,265,3294,2387,907,485,3294.00,6791.75
2026-05-29T10:00:51.468685856,266,1549,1106,443,374,1549.00,4141.71
2026-05-29T10:00:52.475330362,267,1746,1240,506,345,1746.00,5060.87
2026-05-29T10:00:53.483566615,268,1708,1241,467,389,1708.00,4390.75
2026-05-29T10:00:54.451686852,269,2562,1823,739,359,2562.00,7136.49
2026-05-29T10:00:55.459843524,270,1878,1368,510,376,1878.00,4994.68
2026-05-29T10:00:56.405748767,271,1454,1015,439,306,1454.00,4751.63
2026-05-29T10:00:57.406424223,272,1649,1202,447,323,1649.00,5105.26
2026-05-29T10:00:58.485280631,273,2170,1572,598,386,2170.00,5621.76
2026-05-29T10:00:59.474055816,274,3291,2349,942,386,3291.00,8525.91
2026-05-29T10:01:00.446611069,275,1691,1221,470,336,1691.00,5032.74
2026-05-29T10:01:01.431357996,276,2883,2061,822,347,2883.00,8308.36
2026-05-29T10:01:02.405452514,277,2247,1607,640,312,2247.00,7201.92
2026-05-29T10:01:03.617012259,278,1343,1007,336,533,1343.00,2519.70
2026-05-29T10:01:04.373788571,279,1358,940,418,286,1358.00,4748.25
2026-05-29T10:01:05.456552193,280,1913,1403,510,369,1913.00,5184.28
2026-05-29T10:01:06.350627013,281,1181,842,339,270,1181.00,4374.07
2026-05-29T10:01:07.486198097,282,3641,2612,1029,404,3641.00,9012.38
2026-05-29T10:01:08.398710552,283,2758,1987,771,303,2758.00,9102.31
2026-05-29T10:01:09.408720919,284,1652,1180,472,321,1652.00,5146.42
2026-05-29T10:01:10.442791781,285,1781,1301,480,362,1781.00,4919.89
2026-05-29T10:01:11.434098642,286,1296,960,336,357,1296.00,3630.25
2026-05-29T10:01:12.412906296,287,2114,1487,627,329,2114.00,6425.53
2026-05-29T10:01:13.423694492,288,3845,2798,1047,344,3845.00,11177.33
2026-05-29T10:01:14.394427639,289,2615,1836,779,318,2615.00,8223.27
2026-05-29T10:01:15.404114625,290,1089,771,318,310,1089.00,3512.90
2026-05-29T10:01:16.371904573,291,1839,1312,527,297,1839.00,6191.92
2026-05-29T10:01:17.398083805,292,1334,943,391,302,1334.00,4417.22
2026-05-29T10:01:18.391604036,293,1684,1189,495,287,1684.00,5867.60
2026-05-29T10:01:19.448937090,294,2633,1892,741,373,2633.00,7058.98
2026-05-29T10:01:20.450295453,295,2863,2058,805,362,2863.00,7908.84
2026-05-29T10:01:21.418532339,296,2296,1637,659,339,2296.00,6772.86
2026-05-29T10:01:22.419224794,297,2801,2023,778,337,2801.00,8311.57
2026-05-29T10:01:23.453498969,298,3380,2418,962,376,3380.00,8989.36
2026-05-29T10:01:24.408553288,299,1577,1132,445,325,1577.00,4852.31
2026-05-29T10:01:25.475826582,300,2791,2028,763,386,2791.00,7230.57
