timestamp,process_cpu_percent,system_relative_cpu,ram_rss_mb,ram_vms_mb
1780049458.5513163,1.0,0.25,4587.02734375,7990.2890625
1780049459.5537236,0.0,0.0,4587.02734375,7990.2890625
1780049460.5545206,110.9,27.725,4594.40234375,8054.2890625
1780049461.5567067,234.6,58.65,4616.0859375,8097.2890625
1780049462.5626426,308.5,77.125,4622.29296875,8097.2890625
1780049463.5637476,288.9,72.225,4625.953125,8099.2890625
1780049464.6064582,150.6,37.65,4626.90234375,8099.2890625
1780049465.6176007,191.1,47.775,4627.171875,8099.2890625
1780049466.6191812,96.0,24.0,4634.09765625,8155.2890625
1780049467.6207404,1.0,0.25,4634.09765625,8155.2890625
1780049468.621179,0.0,0.0,4634.09765625,8155.2890625
1780049469.6244311,0.0,0.0,4634.2265625,8155.2890625
1780049470.6273983,154.9,38.725,4635.70703125,8155.41796875
1780049471.6329618,198.8,49.7,4636.53515625,8155.41796875
1780049472.6388288,98.5,24.625,4637.22265625,8158.41796875
1780049473.6393895,1.0,0.25,4637.22265625,8158.41796875
1780049474.639925,0.0,0.0,4637.22265625,8158.41796875
1780049475.6427202,0.0,0.0,4637.22265625,8158.41796875
1780049476.64467,1.0,0.25,4637.22265625,8158.41796875
1780049477.646012,0.0,0.0,4637.22265625,8158.41796875
1780049478.6465795,1.0,0.25,4637.22265625,8158.41796875
1780049479.6471622,0.0,0.0,4637.22265625,8158.41796875
1780049480.6486177,162.8,40.7,4637.67578125,8158.41796875
1780049481.6502771,213.8,53.45,4641.140625,8185.41796875
1780049482.6578698,166.0,41.5,4642.3125,8188.41796875
1780049483.6591258,1.0,0.25,4642.3125,8188.41796875
1780049484.6603618,1.0,0.25,4642.3125,8188.41796875
1780049485.6631212,0.0,0.0,4642.3125,8188.41796875
1780049486.6645858,0.0,0.0,4642.3125,8188.41796875
1780049487.66569,0.0,0.0,4642.3125,8188.41796875
1780049488.6671066,0.0,0.0,4642.3125,8188.41796875
1780049489.670447,2.0,0.5,4642.3125,8188.41796875
1780049490.671256,147.9,36.975,4645.8984375,8188.41796875
1780049491.6717956,161.0,40.25,4648.3671875,8190.41796875
1780049492.6727126,1.0,0.25,4648.3671875,8190.41796875
1780049493.6754658,0.0,0.0,4648.3671875,8190.41796875
1780049494.6842594,0.0,0.0,4648.3671875,8190.41796875
1780049495.6853743,0.0,0.0,4641.46875,8190.41796875
1780049496.6861367,0.0,0.0,4641.40625,8190.41796875
1780049497.686765,1.0,0.25,4641.40625,8190.41796875
1780049498.6879773,0.0,0.0,4641.40625,8190.41796875
1780049499.6918077,1.0,0.25,4641.40625,8190.41796875
1780049500.6942966,166.9,41.725,4644.24609375,8190.41796875
1780049501.6952987,118.9,29.725,4649.84765625,8190.41796875
1780049502.6965184,60.0,15.0,4648.7578125,8190.41796875
1780049503.6998186,0.0,0.0,4648.7578125,8190.41796875
1780049504.7087722,1.0,0.25,4647.828125,8190.41796875
1780049505.7129433,0.0,0.0,4647.828125,8190.41796875
1780049506.720496,0.0,0.0,4647.828125,8190.41796875
1780049507.721228,0.0,0.0,4647.828125,8190.41796875
1780049508.8895671,0.9,0.225,4647.828125,8190.41796875
1780049509.918648,0.0,0.0,4647.828125,8190.41796875
1780049510.9256802,167.3,41.825,4648.26953125,8190.41796875
1780049511.9283843,77.9,19.475,4649.109375,8190.41796875
1780049512.929208,2.0,0.5,4649.109375,8190.41796875
1780049513.9301684,0.0,0.0,4649.109375,8190.41796875
