timestamp,process_cpu_percent,system_relative_cpu,ram_rss_mb,ram_vms_mb
1780231622.1635861,200.1,50.025,4606.74609375,8122.83203125
1780231623.1765168,220.4,55.1,4611.1484375,8144.83203125
1780231624.1830165,141.9,35.475,4612.96484375,8144.83203125
1780231625.1855037,154.7,38.675,4616.359375,8160.83203125
1780231626.1900692,178.3,44.575,4618.078125,8161.1171875
1780231627.1920152,101.9,25.475,4619.53125,8164.1171875
1780231628.1931305,0.0,0.0,4619.53125,8164.1171875
1780231629.1949801,0.0,0.0,4619.53125,8164.1171875
1780231630.20161,33.8,8.45,4614.26953125,8176.1171875
1780231631.205076,175.6,43.9,4620.10546875,8195.1171875
1780231632.2162688,127.8,31.95,4621.8984375,8196.1171875
1780231633.2167826,1.0,0.25,4621.8984375,8196.1171875
1780231634.2174685,0.0,0.0,4621.8984375,8196.1171875
1780231635.2185276,35.0,8.75,4622.23046875,8196.1171875
1780231636.2227595,169.9,42.475,4623.9921875,8196.1171875
1780231637.223945,74.0,18.5,4624.32421875,8196.1171875
1780231638.2249062,1.0,0.25,4624.32421875,8196.1171875
1780231639.2259116,0.0,0.0,4624.32421875,8196.1171875
1780231640.2316744,40.8,10.2,4624.46484375,8196.1171875
1780231641.2337317,169.9,42.475,4625.2421875,8196.1171875
1780231642.2411313,80.7,20.175,4626.05859375,8196.1171875
1780231643.2436426,1.0,0.25,4626.05859375,8196.1171875
1780231644.2452512,0.0,0.0,4626.05859375,8196.1171875
1780231645.251355,41.9,10.475,4626.6953125,8196.1171875
1780231646.2543244,179.8,44.95,4627.7734375,8196.1171875
1780231647.2567804,8.0,2.0,4627.7734375,8196.1171875
1780231648.2595837,0.0,0.0,4627.7734375,8196.1171875
1780231649.2605598,1.0,0.25,4627.8359375,8196.1171875
1780231650.2616577,46.0,11.5,4628.0234375,8196.1171875
1780231651.2625241,162.0,40.5,4628.65234375,8196.1171875
1780231652.264596,1.0,0.25,4628.58984375,8196.1171875
1780231653.274345,0.0,0.0,4628.58984375,8196.1171875
1780231654.2766025,3.0,0.75,4628.58984375,8196.1171875
1780231655.281991,52.7,13.175,4629.1171875,8196.1171875
1780231656.2835934,156.9,39.225,4629.9296875,8196.1171875
1780231657.2856092,1.0,0.25,4629.9296875,8196.1171875
1780231658.2874758,1.0,0.25,4629.859375,8196.1171875
1780231659.291661,1.0,0.25,4628.8125,8196.1171875
1780231660.2935772,50.9,12.725,4632.95703125,8196.1171875
1780231661.2961574,136.9,34.225,4634.21484375,8196.1171875
1780231662.2972505,0.0,0.0,4633.88671875,8196.1171875
1780231663.298439,0.0,0.0,4633.88671875,8196.1171875
1780231664.2996478,2.0,0.5,4633.88671875,8196.1171875
1780231665.3051322,51.9,12.975,4634.32421875,8196.1171875
1780231666.3073564,118.9,29.725,4636.68359375,8196.1171875
1780231667.3089743,1.0,0.25,4635.3828125,8196.1171875
1780231668.311615,0.0,0.0,4635.3828125,8196.1171875
1780231669.3144772,0.0,0.0,4635.3828125,8196.1171875
1780231670.316034,54.9,13.725,4636.07421875,8196.1171875
