timestamp,process_cpu_percent,system_relative_cpu,ram_rss_mb,ram_vms_mb
1778596924.8257027,0.0,0.0,2494.41015625,5922.29296875
1778596925.828985,182.5,45.625,2496.1640625,5922.29296875
1778596926.8308191,146.8,36.7,2509.0546875,6043.29296875
1778596927.8322766,0.0,0.0,2509.0546875,6043.29296875
1778596928.8332806,1.0,0.25,2509.0546875,6043.29296875
1778596929.8343942,0.0,0.0,2509.0546875,6043.29296875
1778596930.8357677,200.8,50.2,2512.1171875,6043.29296875
1778596931.8410118,47.8,11.95,2512.890625,6043.29296875
1778596932.842429,2.0,0.5,2507.88671875,6043.29296875
1778596933.8441644,0.0,0.0,2507.88671875,6043.29296875
1778596978.3088439,0.1,0.025,2506.5703125,6043.29296875
1778596979.3135207,199.5,49.875,2509.3125,6030.29296875
1778596980.3190246,134.9,33.725,2510.37109375,6030.29296875
1778596981.323187,139.9,34.975,2516.51953125,6066.29296875
1778596982.323874,1.0,0.25,2516.51953125,6066.29296875
1778596983.3244877,0.0,0.0,2516.51953125,6066.29296875
1778596984.324912,0.0,0.0,2516.51953125,6066.29296875
1778596985.3267336,63.9,15.975,2516.7734375,6066.29296875
1778596986.3294675,135.7,33.925,2510.1015625,6013.29296875
1778596987.3312435,1.0,0.25,2509.28515625,6004.29296875
1778596988.3320758,0.0,0.0,2509.28515625,6004.29296875
1778596989.33249,1.0,0.25,2509.28515625,6004.29296875
1778596990.3360415,64.9,16.225,2509.81640625,6004.29296875
1778596991.336669,151.0,37.75,2519.53125,6065.29296875
1778596992.3381886,0.0,0.0,2519.53125,6065.29296875
1778596993.3388247,1.0,0.25,2519.53125,6065.29296875
1778596994.3396685,0.0,0.0,2519.53125,6065.29296875
1778596995.3402567,68.0,17.0,2523.9921875,6066.29296875
1778596996.3410614,106.0,26.5,2525.55078125,6066.29296875
1778596997.34248,0.0,0.0,2525.55078125,6066.29296875
1778596998.3430364,1.0,0.25,2525.55078125,6066.29296875
1778596999.3455942,1.0,0.25,2525.55078125,6066.29296875
1778597000.3473027,69.9,17.475,2528.95703125,6066.29296875
1778597001.3495436,102.9,25.725,2530.2265625,6066.29296875
1778597002.3501604,1.0,0.25,2530.2890625,6066.29296875
1778597003.351018,1.0,0.25,2530.2890625,6066.29296875
1778597004.3516483,0.0,0.0,2524.59765625,6066.29296875
1778597005.359401,68.6,17.15,2526.6875,6066.29296875
1778597006.361981,108.9,27.225,2527.29296875,6066.29296875
1778597007.3648934,0.0,0.0,2527.29296875,6066.29296875
1778597008.3657885,0.0,0.0,2527.29296875,6066.29296875
1778597009.3680108,1.0,0.25,2527.29296875,6066.29296875
1778597010.3691263,72.0,18.0,2527.54296875,6066.29296875
1778597011.3703537,80.9,20.225,2527.9296875,6066.29296875
1778597012.3715134,0.0,0.0,2527.9296875,6066.29296875
1778597013.3727705,1.0,0.25,2527.9296875,6066.29296875
1778597014.3736918,0.0,0.0,2527.9296875,6066.29296875
1778597015.3755758,69.9,17.475,2528.3671875,6066.29296875
1778597016.3785615,98.8,24.7,2530.45703125,6066.29296875
1778597017.3803804,0.0,0.0,2530.45703125,6066.29296875
1778597018.3837316,0.0,0.0,2530.45703125,6066.29296875
1778597019.3870134,1.0,0.25,2530.45703125,6066.29296875
1778597020.388131,78.0,19.5,2531.02734375,6066.29296875
1778597021.3925061,69.9,17.475,2531.59375,6066.29296875
1778597022.39311,1.0,0.25,2531.59375,6066.29296875
1778597023.395914,1.0,0.25,2531.59375,6066.29296875
1778597024.3979993,0.0,0.0,2531.59375,6066.29296875
1778597025.3997252,75.9,18.975,2532.34765625,6066.29296875
1778597026.4007676,103.9,25.975,2536.75,6066.29296875
1778597027.4021547,0.0,0.0,2536.75,6066.29296875
1778597028.4039638,1.0,0.25,2536.75,6066.29296875
1778597029.4052145,0.0,0.0,2536.75,6066.29296875
1778597030.4065776,70.0,17.5,2542.9140625,6066.29296875
1778597031.4075367,78.0,19.5,2543.69921875,6066.29296875
1778597032.4086204,1.0,0.25,2543.69921875,6066.29296875
1778597033.410801,0.0,0.0,2543.69921875,6066.29296875
1778597034.4119153,0.0,0.0,2543.69921875,6066.29296875
1778597035.416475,85.7,21.425,2544.28515625,6066.29296875
1778597036.4178896,99.9,24.975,2545.85546875,6066.29296875
1778597037.4192762,0.0,0.0,2545.85546875,6066.29296875
1778597038.41973,0.0,0.0,2545.7890625,6066.29296875
1778597039.4211094,1.0,0.25,2545.7890625,6066.29296875
1778597040.4240074,86.9,21.725,2545.59765625,6066.29296875
1778597041.4255204,99.9,24.975,2545.18359375,6066.29296875
1778597042.42605,0.0,0.0,2545.18359375,6066.29296875
1778597043.426708,0.0,0.0,2545.18359375,6066.29296875
1778597044.427352,1.0,0.25,2545.18359375,6066.29296875
1778597045.428336,83.0,20.75,2546.0234375,6066.29296875
1778597046.4290414,107.0,26.75,2546.33984375,6066.29296875
1778597047.4302263,0.0,0.0,2546.33984375,6066.29296875
1778597048.430758,0.0,0.0,2546.33984375,6066.29296875
1778597049.4314857,0.0,0.0,2546.33984375,6066.29296875
1778597050.43261,82.9,20.725,2547.953125,6066.29296875
1778597051.4343278,74.9,18.725,2546.4765625,6066.29296875
1778597052.4347062,1.0,0.25,2546.4765625,6066.29296875
1778597053.4353945,0.0,0.0,2546.4765625,6066.29296875
1778597054.437387,0.0,0.0,2546.4765625,6066.29296875
1778597055.4395406,74.9,18.725,2546.60546875,6066.29296875
1778597056.440023,33.0,8.25,2546.60546875,6066.29296875
1778597057.4407678,0.0,0.0,2546.60546875,6066.29296875
1778597058.4413185,1.0,0.25,2546.60546875,6066.29296875
1778597059.4428697,0.0,0.0,2546.60546875,6066.29296875
1778597060.4439447,37.0,9.25,2547.98046875,6066.29296875
1778597061.4457798,41.9,10.475,2548.109375,6066.29296875
1778597062.4479725,20.0,5.0,2548.171875,6066.29296875
1778597063.4522212,38.9,9.725,2549.37109375,6066.29296875
1778597064.4554524,19.0,4.75,2549.7109375,6066.29296875
1778597065.456508,0.0,0.0,2548.8125,6066.29296875
1778597066.4573967,1.0,0.25,2548.8125,6066.29296875
1778597067.4583447,1.0,0.25,2548.8125,6066.29296875
1778597068.45995,0.0,0.0,2548.8125,6066.29296875
1778597069.4616215,1.0,0.25,2548.8125,6066.29296875
1778597070.4630682,0.0,0.0,2548.8125,6066.29296875
1778597071.5086865,267.3,66.825,2545.0703125,6045.29296875
